0.00,0.00
45.60,1.35
109.67,3.83
173.71,6.00
237.69,7.55
301.61,8.48
365.40,7.86
461.24,8.79
525.20,10.03
621.10,11.58
684.94,11.58
748.78,11.58
812.68,12.20
876.57,12.82
940.47,13.44
1004.31,13.44
1068.09,12.82
1132.08,14.37
1196.00,15.30
1259.84,15.30
1323.68,15.30
1387.55,15.61
1451.42,15.92
1515.17,14.99
1578.93,14.06
1626.75,13.44
1674.80,15.30
1738.76,16.54
1786.75,17.78
1866.78,20.26
1930.79,22.12
1994.69,22.74
2058.18,19.02
2089.85,16.23
2153.60,15.30
2217.53,16.23
2281.37,16.23
2345.00,14.06
2408.82,13.75
2472.66,13.75
2536.58,14.68
2600.48,15.30
2664.35,15.61
2728.30,16.85
2792.17,17.16
2856.01,17.16
2919.91,17.78
2983.75,17.78
3047.70,19.02
3111.54,19.02
3175.50,20.26
3239.36,20.57
3303.29,21.50
3367.22,22.43
3431.08,22.74
3494.92,22.74
3558.76,22.74
3622.66,23.36
3686.56,23.98
3750.40,23.98
3814.27,24.29
3878.25,25.84
3942.15,26.46
4005.99,26.46
4069.85,26.77
4133.72,27.08
4197.62,27.70
4261.49,28.01
4325.41,28.94
4389.25,28.94
4453.18,29.87
4517.19,31.73
4581.17,33.28
4645.13,34.52
4709.14,36.38
4773.15,38.24
4837.14,39.79
4901.12,41.34
4965.30,45.06
5029.34,47.23
5093.38,49.40
5157.28,50.02
5221.23,51.26
5285.16,52.19
5349.14,53.74
5412.98,53.74
5428.71,51.26
5476.82,53.74
5540.95,56.84
5589.06,59.32
5621.15,61.18
5669.23,63.35
5717.25,64.90
5797.11,65.52
5861.24,68.62
5909.29,70.48
5957.51,74.20
5989.69,76.99
6027.15,79.37
6085.94,82.26
6134.05,84.74
6182.18,87.53
6198.40,90.32
6246.74,95.28
6230.55,92.80
6278.95,98.38
6343.10,101.79
6359.26,103.96
6407.52,107.99
6391.35,105.82
6439.66,110.47
6472.01,115.12
6455.82,112.64
6504.22,118.22
6568.52,123.18
6552.33,120.70
6600.75,126.59
6616.91,128.76
6649.18,132.48
6649.01,130.62
6681.44,136.20
6681.27,134.34
6713.59,138.68
6745.74,141.16
6777.89,143.64
6831.45,147.57
6809.98,145.50
6890.33,151.39
6922.50,154.18
6970.67,157.28
7002.93,161.00
7051.07,163.79
7067.23,165.96
7099.61,170.92
7099.38,168.44
7147.75,173.71
7179.93,176.50
7244.05,179.60
7308.01,180.84
7371.96,182.08
7419.90,182.70
7483.91,184.56
7516.06,187.04
7548.21,189.52
7596.37,192.62
7644.43,194.48
7692.51,196.65
7756.38,196.96
7820.27,197.58
7884.11,197.58
7947.84,196.34
8011.62,195.72
8075.29,193.86
8059.21,192.62
8106.92,190.76
8170.67,189.83
8202.31,186.73
8266.06,185.80
8329.93,186.11
8393.68,185.18
8457.47,184.56
8521.36,185.18
8585.20,185.18
8648.99,184.56
8712.77,183.94
8760.65,183.94
8808.30,181.46
8872.02,180.22
8935.75,178.98
8999.36,176.50
9062.97,174.02
9094.55,170.30
9094.38,168.44
9142.14,167.20
9157.87,164.72
9189.50,161.62
9173.43,160.38
9269.48,163.48
9317.50,165.03
9381.25,164.10
9444.86,161.62
9492.57,159.76
9508.33,157.59
9524.09,155.42
9572.11,156.97
9635.95,156.97
9699.82,157.28
9763.63,156.97
9827.50,157.28
9891.48,158.83
9955.32,158.83
10019.02,157.28
10082.78,156.35
10146.56,155.73
10210.25,154.18
10273.95,152.63
10337.53,149.84
10401.32,149.22
10465.15,149.22
10528.99,149.22
10592.83,149.22
10656.79,150.46
10720.69,151.08
10784.50,150.77
10848.25,149.84
10911.80,146.74
10975.42,144.26
11039.14,143.02
11102.98,143.02
11166.82,143.02
11230.66,143.02
11294.36,141.47
11358.22,141.78
11422.27,143.95
11486.16,144.57
11550.09,145.50
11613.93,145.50
11677.83,146.12
11741.78,147.36
11805.68,147.98
11869.66,149.53
11933.59,150.46
11997.54,151.70
12061.52,153.25
12125.53,155.11
12189.52,156.66
12253.47,157.90
12301.41,158.52
12333.56,161.00
12381.72,164.10
12445.68,165.34
12514.93,166.37
12573.36,165.34
12621.07,163.48
12636.83,161.31
12700.55,160.07
12764.42,160.38
12812.47,162.24
12860.64,165.34
12924.79,168.75
12908.63,166.58
12988.60,168.44
13020.38,166.89
13068.29,167.20
13116.34,169.06
13180.27,169.99
13244.14,170.30
13339.78,169.06
13403.71,169.99
13467.55,169.99
13531.19,167.82
13515.11,166.58
13595.00,167.51
13658.98,169.06
13722.79,168.75
13770.58,167.82
13818.29,165.96
13850.01,163.79
13881.70,161.31
13977.26,159.14
14041.16,159.76
14089.10,160.38
14168.92,160.69
14232.76,160.69
14296.46,159.14
14280.39,157.90
14360.16,157.59
14408.01,157.28
14423.80,155.42
14487.55,154.49
14551.33,153.87
14615.00,152.01
14678.78,151.39
14742.57,150.77
14806.26,149.22
14870.10,149.22
14933.89,148.60
14997.64,147.67
15061.42,147.05
15109.22,146.12
15108.99,143.64
15124.60,139.92
15140.33,137.44
15140.16,135.58
15188.36,138.99
15236.15,138.06
15283.86,136.20
15299.65,134.34
15331.97,138.68
15331.80,136.82
15385.53,142.61
15364.06,140.54
15427.96,141.16
15459.70,139.30
15507.35,136.82
15539.02,134.03
15586.75,132.48
15634.43,130.31
15698.07,128.14
15745.78,126.28
15793.37,123.18
15841.08,121.32
15856.84,119.15
15888.56,116.98
15952.29,115.74
15952.11,113.88
16015.78,112.02
16052.77,109.33
16111.08,107.06
16095.01,105.82
16174.58,103.34
16238.19,100.86
16285.78,97.76
16301.54,95.59
16338.56,93.21
16396.87,90.94
16428.53,88.15
16460.22,85.67
16491.92,83.19
16555.53,80.71
16587.27,78.85
16618.94,76.06
16650.51,72.34
16650.34,70.48
16714.09,69.55
16777.79,68.00
16841.63,68.00
16905.36,66.76
16969.14,66.14
16953.06,64.90
17032.89,65.21
17096.65,64.28
17160.43,63.66
17224.21,63.04
17288.02,62.73
17351.78,61.80
17383.55,60.25
17447.45,60.87
17511.20,59.94
17495.13,58.70
17574.90,58.39
17638.71,58.08
17702.46,57.15
17766.28,56.84
17830.03,55.91
17893.78,54.98
17957.57,54.36
18021.38,54.05
18085.13,53.12
18148.91,52.50
18212.67,51.57
18276.48,51.26
18340.32,51.26
18404.04,50.02
18467.85,49.71
18531.58,48.47
